text,label
Expect to take legal action for this mess.,High Risk
The product is broken. where is my money?.,Medium Risk
You are scammers! I am going to sue you.,High Risk
My refund is broken I am not happy.,Medium Risk
This is fraud. expose your scam!,High Risk
Worst company ever! My lawyer will report this to the police.,High Risk
Worst company ever! Expect to report this to the police.,High Risk
This is unacceptable. expose your scam!,High Risk
The shipment is missing and I am very disappointed.,Medium Risk
Your service has not arrived and I am frustrated.,Medium Risk
The shipment has not arrived please fix this.,Medium Risk
Thanks for the help! Just wanted to reset my password.,Safe
update the ticket is done. Cheers.,Safe
Kindly attach the file? Thanks.,Safe
Great job! Please confirm the meeting.,Safe
reset my password is done. Best regards.,Safe
This is fraud. expose your scam!,High Risk
This is illegal. expose your scam!,High Risk
The product stopped working and I am very disappointed.,Medium Risk
You are thieves! I will file a lawsuit.,High Risk
Great job! Can you attach the file.,Safe
reset my password is done. Looking forward to it.,Safe
Your service is defective I am not happy.,Medium Risk
Thanks for the help! I would like to send the invoice.,Safe
I demand to contact the authorities due to your gross negligence.,High Risk
My order is defective. cancel this immediately.,Medium Risk
My refund has not arrived and I am very disappointed.,Medium Risk
My refund is defective I am not happy.,Medium Risk
Can you attach the file? Thank you.,Safe
Worst company ever! Expect to expose your scam.,High Risk
I would like to send the invoice? Best regards.,Safe
This is unacceptable. expose your scam!,High Risk
Please schedule a call? Looking forward to it.,Safe
The product has not arrived which is annoying.,Medium Risk
Could you send the invoice? Thank you.,Safe
Worst company ever! Expect to expose your scam.,High Risk
confirm the meeting is done. Thanks.,Safe
You people are useless idiots! I demand to take legal action.,High Risk
This is unacceptable. sue you!,High Risk
The product stopped working and I am frustrated.,Medium Risk
I will expose your scam because of this fraud.,High Risk
The shipment has not arrived. cancel this immediately.,Medium Risk
The shipment has not arrived. cancel this immediately.,Medium Risk
This is fraud. file a lawsuit!,High Risk
The shipment is defective. where is my money?.,Medium Risk
Service was excellent! Could you schedule a call.,Safe
The shipment stopped working. cancel this immediately.,Medium Risk
reset my password is done. Best regards.,Safe
Expect to file a lawsuit due to your gross negligence.,High Risk
This is fraud. report this to the police!,High Risk
The shipment is late I am not happy.,Medium Risk
You are scammers! I am going to report this to the police.,High Risk
Your service stopped working please fix this.,Medium Risk
Great job! Could you send the invoice.,Safe
Worst company ever! My lawyer will report this to the police.,High Risk
This is unacceptable. take legal action!,High Risk
My refund has not arrived. send me a replacement.,Medium Risk
The shipment is late. I want a refund.,Medium Risk
My refund is broken. I want a refund.,Medium Risk
You are thieves! I am going to file a lawsuit.,High Risk
attach the file is done. Best regards.,Safe
My lawyer will contact the authorities for stealing my data.,High Risk
Expect to contact the authorities for this harassment.,High Risk
Your service is defective. send me a replacement.,Medium Risk
The product stopped working please fix this.,Medium Risk
You are scammers! My lawyer will take legal action.,High Risk
The shipment is missing and I am frustrated.,Medium Risk
Kindly attach the file? Cheers.,Safe
I will sue you for stealing my data.,High Risk
Service was excellent! I would like to confirm the meeting.,Safe
The product is broken which is annoying.,Medium Risk
Expect to sue you because of this fraud.,High Risk
attach the file is done. Thanks.,Safe
schedule a call is done. Thank you.,Safe
Thanks for the help! Can you confirm the meeting.,Safe
The shipment is missing I am not happy.,Medium Risk
I will expose your scam for stealing my data.,High Risk
This is unacceptable. sue you!,High Risk
This is unacceptable. sue you!,High Risk
The shipment stopped working please fix this.,Medium Risk
Appreciate the quick response! Please update the ticket.,Safe
send the invoice is done. Best regards.,Safe
Your service has not arrived which is annoying.,Medium Risk
Great job! Please send the invoice.,Safe
send the invoice is done. Thank you.,Safe
We intend to sue you for stealing my data.,High Risk
My order stopped working and I am frustrated.,Medium Risk
I demand to contact the authorities for this harassment.,High Risk
This is fraud. report this to the police!,High Risk
Great job! I would like to send the invoice.,Safe
The product is broken. cancel this immediately.,Medium Risk
Could you attach the file? Thank you.,Safe
update the ticket is done. Thank you.,Safe
confirm the meeting is done. Cheers.,Safe
Thanks for the help! Just wanted to update the ticket.,Safe
This is a criminal operation! We intend to take legal action.,High Risk
The shipment is defective. cancel this immediately.,Medium Risk
My refund has not arrived. send me a replacement.,Medium Risk
Service was excellent! Just wanted to schedule a call.,Safe
The product is late I am not happy.,Medium Risk
You are thieves! I demand to report this to the police.,High Risk
Just wanted to update the ticket? Thanks.,Safe
This is illegal. sue you!,High Risk
The product is late I am not happy.,Medium Risk
Please send the invoice? Cheers.,Safe
I am going to file a lawsuit due to your gross negligence.,High Risk
Service was excellent! Can you schedule a call.,Safe
I will report this to the police due to your gross negligence.,High Risk
My refund is late please fix this.,Medium Risk
attach the file is done. Thanks.,Safe
This is unacceptable. take legal action!,High Risk
update the ticket is done. Best regards.,Safe
I would like to send the invoice? Thank you.,Safe
The shipment is missing and I am frustrated.,Medium Risk
This is a criminal operation! My lawyer will expose your scam.,High Risk
schedule a call is done. Thanks.,Safe
attach the file is done. Cheers.,Safe
You are scammers! I will expose your scam.,High Risk
This is fraud. report this to the police!,High Risk
This is fraud. file a lawsuit!,High Risk
Great job! Could you reset my password.,Safe
You are thieves! Expect to contact the authorities.,High Risk
Kindly update the ticket? Looking forward to it.,Safe
Your service is missing. cancel this immediately.,Medium Risk
Can you reset my password? Cheers.,Safe
You are thieves! My lawyer will sue you.,High Risk
Expect to file a lawsuit for this mess.,High Risk
The shipment is missing I am not happy.,Medium Risk
The product is broken. cancel this immediately.,Medium Risk
Just wanted to attach the file? Best regards.,Safe
This is illegal. contact the authorities!,High Risk
update the ticket is done. Best regards.,Safe
You are scammers! Expect to expose your scam.,High Risk
schedule a call is done. Best regards.,Safe
Your service is broken. where is my money?.,Medium Risk
Thanks for the help! Could you update the ticket.,Safe
I demand to report this to the police due to your gross negligence.,High Risk
Expect to contact the authorities for this harassment.,High Risk
The product is missing. I want a refund.,Medium Risk
The product is broken. where is my money?.,Medium Risk
The product is defective please fix this.,Medium Risk
schedule a call is done. Thanks.,Safe
My order is defective and I am frustrated.,Medium Risk
My refund stopped working which is annoying.,Medium Risk
You are thieves! I am going to expose your scam.,High Risk
Kindly update the ticket? Thank you.,Safe
Worst company ever! I am going to report this to the police.,High Risk
My refund is missing I am not happy.,Medium Risk
My order has not arrived which is annoying.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
Great job! Could you update the ticket.,Safe
The shipment is broken I am not happy.,Medium Risk
My order is broken. send me a replacement.,Medium Risk
The product is late I am not happy.,Medium Risk
Thanks for the help! Please update the ticket.,Safe
My order is missing. cancel this immediately.,Medium Risk
My refund is broken and I am frustrated.,Medium Risk
You people are useless idiots! We intend to contact the authorities.,High Risk
This is unacceptable. file a lawsuit!,High Risk
Your service is broken. send me a replacement.,Medium Risk
I will file a lawsuit because of this fraud.,High Risk
I am going to expose your scam for this mess.,High Risk
The product stopped working. cancel this immediately.,Medium Risk
My order is defective. send me a replacement.,Medium Risk
My refund has not arrived please fix this.,Medium Risk
The product is late. cancel this immediately.,Medium Risk
Great job! Could you reset my password.,Safe
Could you send the invoice? Thank you.,Safe
My lawyer will contact the authorities because of this fraud.,High Risk
My refund has not arrived. cancel this immediately.,Medium Risk
The product is broken. where is my money?.,Medium Risk
reset my password is done. Thank you.,Safe
The product is late. I want a refund.,Medium Risk
My order stopped working. cancel this immediately.,Medium Risk
Please send the invoice? Best regards.,Safe
This is a criminal operation! I am going to take legal action.,High Risk
Service was excellent! Can you send the invoice.,Safe
schedule a call is done. Looking forward to it.,Safe
This is illegal. contact the authorities!,High Risk
Thanks for the help! Kindly attach the file.,Safe
My refund has not arrived. send me a replacement.,Medium Risk
The shipment is missing which is annoying.,Medium Risk
The shipment stopped working. where is my money?.,Medium Risk
Worst company ever! My lawyer will contact the authorities.,High Risk
update the ticket is done. Looking forward to it.,Safe
My order is late which is annoying.,Medium Risk
Thanks for the help! Could you send the invoice.,Safe
My refund has not arrived. send me a replacement.,Medium Risk
The product has not arrived. I want a refund.,Medium Risk
I will contact the authorities for stealing my data.,High Risk
I demand to report this to the police for this harassment.,High Risk
reset my password is done. Best regards.,Safe
The shipment is late. I want a refund.,Medium Risk
This is a criminal operation! I demand to take legal action.,High Risk
You are thieves! We intend to file a lawsuit.,High Risk
I would like to send the invoice? Looking forward to it.,Safe
This is unacceptable. expose your scam!,High Risk
My refund is missing. cancel this immediately.,Medium Risk
The product is missing. where is my money?.,Medium Risk
My order is defective. where is my money?.,Medium Risk
Your service is late please fix this.,Medium Risk
The product is broken. where is my money?.,Medium Risk
The product is defective which is annoying.,Medium Risk
Worst company ever! I am going to report this to the police.,High Risk
This is a criminal operation! My lawyer will file a lawsuit.,High Risk
This is fraud. expose your scam!,High Risk
attach the file is done. Cheers.,Safe
You people are useless idiots! I demand to take legal action.,High Risk
attach the file is done. Looking forward to it.,Safe
Your service is broken. cancel this immediately.,Medium Risk
My order is broken and I am frustrated.,Medium Risk
Your service stopped working and I am very disappointed.,Medium Risk
Can you update the ticket? Looking forward to it.,Safe
I demand to take legal action for stealing my data.,High Risk
You are thieves! We intend to expose your scam.,High Risk
The shipment is missing which is annoying.,Medium Risk
schedule a call is done. Best regards.,Safe
schedule a call is done. Thanks.,Safe
You people are useless idiots! I demand to sue you.,High Risk
We intend to take legal action for stealing my data.,High Risk
My order has not arrived. where is my money?.,Medium Risk
Worst company ever! We intend to sue you.,High Risk
Thanks for the help! I would like to confirm the meeting.,Safe
My refund stopped working and I am very disappointed.,Medium Risk
Expect to contact the authorities due to your gross negligence.,High Risk
Expect to expose your scam because of this fraud.,High Risk
Please schedule a call? Thank you.,Safe
The shipment has not arrived and I am very disappointed.,Medium Risk
The shipment is broken and I am frustrated.,Medium Risk
confirm the meeting is done. Thank you.,Safe
attach the file is done. Thanks.,Safe
Your service is late please fix this.,Medium Risk
I will take legal action for this mess.,High Risk
Can you attach the file? Looking forward to it.,Safe
Appreciate the quick response! I would like to confirm the meeting.,Safe
The product has not arrived I am not happy.,Medium Risk
Please send the invoice? Thanks.,Safe
You people are useless idiots! I demand to sue you.,High Risk
My order is broken please fix this.,Medium Risk
I demand to take legal action due to your gross negligence.,High Risk
reset my password is done. Thank you.,Safe
Thanks for the help! Kindly update the ticket.,Safe
This is unacceptable. take legal action!,High Risk
My order is missing. cancel this immediately.,Medium Risk
This is illegal. report this to the police!,High Risk
Please confirm the meeting? Best regards.,Safe
confirm the meeting is done. Thanks.,Safe
This is illegal. file a lawsuit!,High Risk
Your service is defective and I am frustrated.,Medium Risk
I demand to sue you because of this fraud.,High Risk
The product is missing and I am very disappointed.,Medium Risk
The product has not arrived. I want a refund.,Medium Risk
This is fraud. take legal action!,High Risk
My order has not arrived which is annoying.,Medium Risk
Your service is broken. where is my money?.,Medium Risk
Worst company ever! I demand to contact the authorities.,High Risk
The product stopped working and I am frustrated.,Medium Risk
attach the file is done. Thanks.,Safe
Your service is broken. where is my money?.,Medium Risk
This is fraud. take legal action!,High Risk
My refund is missing. cancel this immediately.,Medium Risk
schedule a call is done. Thank you.,Safe
You are scammers! My lawyer will contact the authorities.,High Risk
You are scammers! We intend to expose your scam.,High Risk
Please confirm the meeting? Looking forward to it.,Safe
reset my password is done. Thanks.,Safe
My order stopped working please fix this.,Medium Risk
Thanks for the help! Kindly attach the file.,Safe
Could you confirm the meeting? Best regards.,Safe
I would like to send the invoice? Looking forward to it.,Safe
attach the file is done. Thanks.,Safe
Kindly send the invoice? Looking forward to it.,Safe
You people are useless idiots! My lawyer will sue you.,High Risk
Thanks for the help! Can you schedule a call.,Safe
This is fraud. contact the authorities!,High Risk
The shipment stopped working please fix this.,Medium Risk
The shipment has not arrived which is annoying.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
I will take legal action for this harassment.,High Risk
This is unacceptable. file a lawsuit!,High Risk
The product is broken please fix this.,Medium Risk
You are scammers! Expect to expose your scam.,High Risk
Your service has not arrived I am not happy.,Medium Risk
Service was excellent! Please send the invoice.,Safe
I am going to take legal action because of this fraud.,High Risk
Could you confirm the meeting? Cheers.,Safe
Can you confirm the meeting? Best regards.,Safe
The product is defective and I am very disappointed.,Medium Risk
This is fraud. take legal action!,High Risk
The product is late which is annoying.,Medium Risk
Please confirm the meeting? Cheers.,Safe
You people are useless idiots! We intend to file a lawsuit.,High Risk
This is unacceptable. contact the authorities!,High Risk
Could you attach the file? Best regards.,Safe
I am going to sue you for this mess.,High Risk
My refund is broken which is annoying.,Medium Risk
We intend to file a lawsuit for stealing my data.,High Risk
The product is late. cancel this immediately.,Medium Risk
This is illegal. sue you!,High Risk
I am going to take legal action due to your gross negligence.,High Risk
Your service is missing. send me a replacement.,Medium Risk
Service was excellent! I would like to reset my password.,Safe
Great job! Please confirm the meeting.,Safe
Your service has not arrived please fix this.,Medium Risk
This is unacceptable. file a lawsuit!,High Risk
Please confirm the meeting? Looking forward to it.,Safe
The product is late I am not happy.,Medium Risk
This is fraud. sue you!,High Risk
This is fraud. contact the authorities!,High Risk
Expect to expose your scam for this harassment.,High Risk
This is illegal. take legal action!,High Risk
The shipment has not arrived. send me a replacement.,Medium Risk
We intend to file a lawsuit for stealing my data.,High Risk
The shipment is broken. where is my money?.,Medium Risk
This is a criminal operation! My lawyer will sue you.,High Risk
Expect to file a lawsuit because of this fraud.,High Risk
I would like to schedule a call? Looking forward to it.,Safe
Service was excellent! Please confirm the meeting.,Safe
The shipment has not arrived. I want a refund.,Medium Risk
Could you confirm the meeting? Thank you.,Safe
update the ticket is done. Cheers.,Safe
Just wanted to schedule a call? Cheers.,Safe
You are thieves! Expect to contact the authorities.,High Risk
This is a criminal operation! Expect to expose your scam.,High Risk
This is fraud. sue you!,High Risk
